date,final,a,b,c,d,a1,b1,c1,d1,a2,b2,c2,d2,a3,b3,c3,d3
2010072308,0.344,4.01,307.72,6.55,-2.63,1.72,303.18,3.14,-2.49,1.24,296.35,2.78,-3.81,1.64,293.25,4.14,-5.18
2010072309,0.28,4.04,307.55,6.63,-2.82,1.68,300.83,3.28,-2.63,1.59,301.03,3.08,-4.08,1.72,292.85,4.43,-5.26
2010072310,0.196,3.88,307.23,6.42,-3.25,1.9,300.32,3.76,-3,2.31,307.64,3.79,-4.27,2.01,295.23,4.72,-5.11
2010072311,0.238,3.74,307.79,6.1,-3.74,2.33,301.98,4.41,-3.39,3.24,313.75,4.69,-4.37,2.49,299.64,5.03,-4.82
2010072312,0.175,3.89,310.74,5.96,-4.06,2.9,305.53,4.99,-3.53,4.14,319.53,5.44,-4.36,3.07,305.17,5.33,-4.51
2010072313,0.185,3.52,310.93,5.37,-3.24,4.81,326,5.8,-4.22,3.69,311.18,5.6,-2.56,2.31,312.12,3.45,-4.05
2010072314,0.143,4.07,317.31,5.54,-2.68,5.25,332.97,5.9,-3.84,4.17,317.39,5.67,-1.93,2.92,326.57,3.5,-3.76
2010072315,0.063,4.48,323.77,5.55,-2.08,5.52,339.35,5.9,-3.11,4.34,324.38,5.34,-1,2.94,341.2,3.1,-3.28
2010072316,0.005,4.66,329.72,5.39,-1.61,5.65,344.06,5.87,-1.96,4.04,334.14,4.49,0.07,2.54,1.66,2.54,-2.72
2010072317,0,4.67,335.56,5.13,-1.14,5.55,348.41,5.66,-0.56,3.31,350.41,3.36,1.06,1.95,28.55,2.22,-2.12
2010072318,0,4.6,341.65,4.85,-0.45,5.13,354.98,5.15,0.86,2.24,21.01,2.4,1.72,1.42,50.42,2.24,-1.53
2010072319,0,4.5,347.81,4.6,0.54,4.37,7.06,4.4,2.09,0.93,65.99,2.29,1.9,1.13,59.23,2.21,-0.97
2010072320,0,4.18,353.37,4.21,1.47,3.51,22.76,3.81,2.98,-0.37,97.04,3.01,1.79,1.02,60.31,2.06,-0.49
2010072321,0,3.44,358.36,3.44,1.87,2.88,32.92,3.44,3.42,-1.38,112.04,3.69,1.7,0.99,59.74,1.96,-0.1
2010072322,0,2.15,4.82,2.16,1.42,2.7,27.76,3.05,3.34,-1.91,119.79,3.85,1.84,0.95,62.64,2.07,0.18
2010072323,0.005,0.71,30.26,0.82,0.58,2.8,11.66,2.86,2.96,-2.02,124.29,3.59,2.14,0.91,67.02,2.32,0.41
2010072400,0.005,-0.41,121.24,0.78,-0.04,2.92,359.13,2.92,2.58,-1.85,125.59,3.18,2.47,0.89,70.16,2.62,0.67
2010072401,0.053,2.83,0.25,2.83,2.42,-1.52,122.1,2.85,2.7,0.91,71.45,2.85,3.59,-0.86,103.45,3.69,0.01
2010072402,0.127,2.48,12.5,2.54,2.41,-1.08,114.21,2.64,2.83,0.88,72.72,2.96,3.55,-1.15,107.97,3.73,0.55
2010072403,0.175,1.85,33,2.21,2.42,-0.59,103.62,2.49,2.84,0.71,75.99,2.93,3.47,-1.1,107.66,3.64,1.2
2010072404,0.111,0.99,59.6,1.95,2.36,-0.08,92.05,2.36,2.76,0.34,82.9,2.79,3.36,-0.84,104.01,3.47,1.68
2010072405,0.111,0.08,87.66,1.97,2.24,0.3,82.27,2.26,2.63,-0.09,91.87,2.64,3.23,-0.53,99.25,3.28,1.97
2010072406,0.116,-0.62,106.28,2.21,2.14,0.45,78.22,2.19,2.5,-0.41,99.22,2.54,3.08,-0.35,96.55,3.1,2.12
2010072407,0.127,-0.94,113.44,2.37,2.08,0.25,83.1,2.09,2.41,-0.5,101.61,2.47,2.92,-0.44,98.59,2.96,2.18
2010072408,0.153,-1.05,115.86,2.4,2.01,-0.18,95.16,2.02,2.38,-0.45,100.66,2.43,2.81,-0.64,102.81,2.88,2.16
2010072409,0.122,-1.16,119.22,2.38,1.85,-0.71,110.98,1.98,2.42,-0.41,99.65,2.46,2.8,-0.73,104.57,2.89,2.08
2010072410,0.063,-1.45,126.99,2.42,1.57,-1.2,127.47,1.98,2.53,-0.51,101.34,2.58,2.92,-0.57,101.12,2.98,1.93
2010072411,0.063,-1.85,136.55,2.54,1.33,-1.61,140.42,2.09,2.65,-0.75,105.78,2.75,3.08,-0.39,97.25,3.11,1.75
2010072412,0.042,-2.2,144.59,2.7,1.33,-1.89,144.79,2.31,2.72,-1.13,112.47,2.94,3.16,-0.48,98.64,3.2,1.56
2010072413,0.032,-2.01,139.67,2.64,2.71,-1.61,120.69,3.15,3.08,-1.03,108.48,3.25,2.86,-1.17,112.3,3.09,1.71
2010072414,0.042,-2.01,131.12,3.06,2.71,-2.1,127.76,3.43,2.96,-1.81,121.44,3.47,2.67,-1.58,120.65,3.1,2.31
2010072415,0.026,-1.95,123.78,3.5,2.86,-2.49,131.08,3.79,2.96,-2.48,129.92,3.86,2.77,-2.02,126.06,3.43,2.91
2010072416,0.016,-1.89,119.27,3.86,3.22,-2.7,129.97,4.2,3.19,-2.78,131.02,4.23,3.08,-2.45,128.5,3.94,3.36
2010072417,0.037,-1.97,117.93,4.2,3.67,-2.78,127.17,4.6,3.52,-2.79,128.37,4.49,3.47,-2.81,129.05,4.46,3.72
2010072418,0.021,-2.36,120.08,4.71,4.01,-2.82,125.12,4.9,3.73,-2.66,125.44,4.58,3.78,-3.03,128.64,4.84,4.07
2010072419,0.063,-3.13,124.75,5.48,4.11,-2.88,125.09,5.02,3.71,-2.53,124.31,4.49,3.94,-3.05,127.78,4.98,4.51
2010072420,0.079,-3.98,128.93,6.33,4.07,-3,126.4,5.06,3.6,-2.48,124.57,4.37,3.98,-2.98,126.82,4.97,4.92
2010072421,0.058,-4.53,131.07,6.9,4.06,-3.17,127.98,5.15,3.63,-2.56,125.19,4.44,4.01,-2.93,126.19,4.97,5.2
2010072422,0.058,-4.53,130.83,6.93,4.17,-3.38,129.01,5.36,3.93,-2.79,125.38,4.82,4.09,-3,126.28,5.07,5.24
2010072423,0.095,-4.14,129.4,6.52,4.25,-3.53,129.75,5.53,4.26,-3.07,125.79,5.25,4.12,-3.12,127.1,5.16,5.04
2010072500,0.085,-3.65,128.34,5.89,4.08,-3.53,130.85,5.4,4.3,-3.28,127.33,5.41,3.98,-3.18,128.67,5.09,4.62
2010072501,0.148,-3.31,133.07,4.85,3.84,-3.31,130.81,5.07,3.58,-3.13,131.19,4.75,2.66,-2.48,133,3.64,3.55
2010072502,0.201,-3.02,137.02,4.13,3.13,-3.21,135.68,4.48,3.04,-3.02,134.82,4.28,2.19,-2.58,139.59,3.38,2.82
2010072503,0.132,-2.84,142.76,3.57,2.56,-3.02,139.72,3.96,2.51,-2.92,139.39,3.85,1.97,-2.7,143.87,3.34,2.16
2010072504,0.143,-2.9,148.72,3.4,2.39,-2.82,139.82,3.7,2.13,-2.91,143.79,3.6,1.91,-2.79,145.55,3.38,1.76
2010072505,0.153,-3.11,154.2,3.45,2.37,-2.66,138.34,3.57,1.93,-2.88,146.22,3.47,1.92,-2.74,144.99,3.34,1.5
2010072506,0.122,-3.3,160.41,3.5,2.16,-2.59,140.17,3.37,1.92,-2.74,145.05,3.35,1.87,-2.42,142.31,3.06,1.17
2010072507,0.085,-3.36,169.18,3.42,1.52,-2.63,149.9,3.04,2.08,-2.43,139.42,3.19,1.69,-1.77,136.4,2.45,0.64
2010072508,0.079,-3.36,179.12,3.36,0.71,-2.72,165.33,2.81,2.28,-2.04,131.81,3.06,1.47,-1.03,125.05,1.79,0.05
2010072509,0.032,-3.41,186.4,3.43,0.1,-2.76,178.02,2.76,2.39,-1.76,126.38,2.97,1.34,-0.49,110.18,1.43,-0.38
2010072510,0.016,-3.59,187.76,3.63,-0.04,-2.71,180.87,2.71,2.29,-1.69,126.39,2.85,1.4,-0.38,105.31,1.45,-0.49
2010072511,0.005,-3.86,184.08,3.87,0.21,-2.63,175.38,2.64,2.12,-1.77,129.73,2.76,1.62,-0.61,110.57,1.73,-0.28
2010072512,0.005,-4.1,177.03,4.11,0.68,-2.6,165.42,2.69,2.07,-1.87,132.18,2.79,1.91,-0.98,117.26,2.14,0.21
2010072513,0,-2.69,155.83,2.95,2.25,-1.92,130.51,2.96,2.21,-1.36,121.56,2.59,2.17,-1.38,122.56,2.57,1.21
2010072514,0,-2.83,147.47,3.35,2.59,-1.92,126.56,3.23,2.52,-1.67,123.57,3.02,2.3,-1.48,122.76,2.73,1.8
2010072515,0.005,-2.93,139.41,3.85,2.94,-1.89,122.75,3.5,2.83,-1.89,123.66,3.41,2.45,-1.53,121.88,2.89,2.51
2010072516,0.011,-2.92,131.42,4.41,3.2,-1.88,120.43,3.71,3.16,-2,122.33,3.73,2.63,-1.56,120.68,3.06,3.31
2010072517,0.026,-2.89,125.66,4.95,3.37,-1.97,120.29,3.91,3.44,-2.1,121.35,4.03,2.83,-1.64,120.13,3.27,4.02
2010072518,0.011,-2.93,123.59,5.3,3.5,-2.26,122.87,4.16,3.64,-2.31,122.38,4.31,3.03,-1.82,121.02,3.53,4.42
2010072519,0.063,-3.13,125.8,5.34,3.6,-2.78,127.76,4.55,3.72,-2.7,125.99,4.59,3.22,-2.13,123.5,3.87,4.33
2010072520,0.063,-3.35,130.36,5.17,3.65,-3.34,132.47,4.94,3.69,-3.12,130.21,4.83,3.38,-2.49,126.3,4.2,3.94
2010072521,0.101,-3.45,134.67,4.91,3.61,-3.65,135.33,5.13,3.59,-3.35,133.08,4.91,3.47,-2.75,128.44,4.43,3.49
2010072522,0.074,-3.32,136.26,4.59,3.46,-3.53,135.54,4.94,3.44,-3.26,133.51,4.74,3.44,-2.83,129.45,4.46,3.17
2010072523,0.079,-3,135.23,4.23,3.24,-3.07,133.4,4.46,3.23,-2.95,132.35,4.38,3.31,-2.73,129.48,4.29,2.98
2010072600,0.069,-2.61,132.58,3.86,3.01,-2.45,129.08,3.88,2.96,-2.57,130.99,3.92,3.08,-2.46,128.59,3.95,2.84
2010072601,0.148,-1.83,122.91,3.36,2.62,-2.26,130.74,3.46,2.78,-2.07,126.65,3.47,2.86,-1.82,122.51,3.39,2.82
2010072602,0.185,-1.28,115.53,2.96,2.28,-1.96,130.6,3.01,2.45,-1.61,123.36,2.93,2.55,-1.47,120.03,2.94,2.67
2010072603,0.148,-0.84,108.29,2.67,2.03,-1.58,127.82,2.57,2.14,-1.16,118.45,2.43,2.29,-1.17,117.06,2.57,2.54
2010072604,0.106,-0.55,102.97,2.47,1.92,-1.07,119.14,2.2,1.9,-0.77,112.05,2.05,2.07,-0.92,114.01,2.27,2.41
2010072605,0.074,-0.41,100.32,2.27,1.88,-0.56,106.52,1.96,1.79,-0.49,105.2,1.85,1.93,-0.79,112.4,2.09,2.23
2010072606,0.069,-0.37,100.63,1.99,1.81,-0.2,96.19,1.82,1.86,-0.34,100.4,1.89,1.87,-0.85,114.32,2.05,1.96
2010072607,0.042,-0.4,104.48,1.61,1.62,-0.1,93.43,1.63,2.1,-0.35,99.36,2.13,1.9,-1.09,119.86,2.2,1.56
2010072608,0.026,-0.45,112.06,1.2,1.32,-0.18,97.64,1.33,2.3,-0.43,100.49,2.34,1.92,-1.35,125.17,2.34,1.12
2010072609,0.011,-0.45,121.37,0.86,0.93,-0.31,108.22,0.98,2.18,-0.48,102.46,2.24,1.77,-1.38,127.93,2.25,0.74
2010072610,0.005,-0.34,123.75,0.62,0.48,-0.36,127.21,0.6,1.59,-0.43,105.26,1.65,1.4,-1.03,126.39,1.74,0.51
2010072611,0,-0.14,107.49,0.48,0.11,-0.29,160.04,0.31,0.84,-0.26,107.39,0.88,0.97,-0.47,115.83,1.07,0.46
2010072612,0.011,0.12,77.66,0.57,-0.04,-0.06,212.88,0.07,0.36,0.03,84.99,0.36,0.71,0.06,85.18,0.71,0.56
2010072613,0.005,0.35,23.09,0.38,0.47,0.42,47.95,0.63,0.79,0.36,65.69,0.87,0.69,0.74,42.98,1.02,0.15
2010072614,0,0.77,36.91,0.96,1.02,0.78,52.52,1.28,1.13,0.44,68.79,1.21,1.09,0.85,51.91,1.38,0.58
2010072615,0,1,48.14,1.49,1.74,0.94,61.66,1.97,1.58,0.37,76.74,1.62,1.7,0.92,61.65,1.93,1.11
2010072616,0.005,0.89,61.55,1.86,2.39,0.78,71.98,2.51,2.01,0.21,83.93,2.02,2.4,0.94,68.57,2.58,1.64
2010072617,0.032,0.53,75.94,2.2,2.88,0.38,82.39,2.91,2.36,-0.03,90.78,2.36,2.99,0.88,73.52,3.11,2.13
2010072618,0.037,0.09,88.1,2.59,3.15,-0.11,92,3.15,2.59,-0.37,98.17,2.62,3.25,0.69,77.99,3.32,2.59
2010072619,0.021,-0.31,95.99,3,3.14,-0.57,100.37,3.19,2.67,-0.78,106.27,2.78,3.07,0.37,83.11,3.09,2.99
2010072620,0.005,-0.56,100.02,3.19,2.87,-0.87,106.84,3,2.55,-1.09,113.06,2.78,2.62,0.15,86.74,2.62,3.14
2010072621,0,-0.54,100.68,2.91,2.35,-0.84,109.74,2.5,2.19,-1.09,116.4,2.45,2.18,0.31,81.81,2.21,2.86
2010072622,0,-0.2,95.53,2.05,1.67,-0.41,103.95,1.72,1.61,-0.65,111.94,1.73,1.97,1.03,62.36,2.22,2.04
2010072623,0,0.4,69.95,1.15,1.02,0.31,73.02,1.06,1.02,0.12,83.5,1.03,1.94,1.99,44.24,2.78,1.08
2010072700,0.021,1.13,23.4,1.23,0.67,1.16,29.89,1.34,0.72,1.02,35.1,1.25,1.99,2.76,35.7,3.4,0.49
2010072701,0.095,1.99,21.49,2.14,0.88,1.89,24.87,2.09,2.02,3.03,33.67,3.65,2.71,2.77,44.4,3.88,0.78
2010072702,0.138,2.69,23.45,2.93,1.32,2.63,26.63,2.94,2.03,2.97,34.29,3.6,2.44,2.58,43.39,3.55,1.17
2010072703,0.143,3.16,25.78,3.51,1.76,3.13,29.3,3.59,2,2.87,34.94,3.5,2.18,2.61,39.87,3.4,1.53
2010072704,0.148,3.36,26.24,3.75,1.97,3.34,30.6,3.88,1.95,2.94,33.56,3.53,1.95,2.79,34.92,3.41,1.66
2010072705,0.196,3.35,26.1,3.73,2.01,3.33,31.08,3.89,1.85,3.1,30.76,3.61,1.76,3.03,30.18,3.51,1.64
2010072706,0.212,3.22,26.94,3.61,1.96,3.22,31.3,3.77,1.67,3.2,27.59,3.61,1.64,3.23,26.93,3.63,1.63
2010072707,0.222,3.06,29.75,3.52,1.9,3.1,31.45,3.64,1.43,3.15,24.46,3.46,1.6,3.32,25.68,3.69,1.75
2010072708,0.18,2.97,32.53,3.52,1.82,3.05,30.77,3.55,1.19,3.08,21.22,3.3,1.63,3.35,25.86,3.73,1.9
2010072709,0.228,3.05,32.41,3.61,1.67,3.11,28.26,3.53,1.05,3.17,18.28,3.34,1.71,3.4,26.72,3.81,1.94
2010072710,0.201,3.34,28.12,3.79,1.46,3.33,23.65,3.63,1.06,3.56,16.58,3.72,1.84,3.53,27.55,3.98,1.79
2010072711,0.201,3.73,22.83,4.04,1.25,3.64,18.92,3.85,1.21,4.09,16.5,4.26,1.97,3.72,27.95,4.21,1.57
2010072712,0.217,4.03,19.9,4.28,1.15,3.99,16.13,4.15,1.45,4.51,17.84,4.74,2.06,3.93,27.65,4.44,1.46
2010072713,0.127,4.3,16.38,4.48,1.75,4.67,20.59,4.99,2.09,4.14,26.82,4.64,2.77,4.58,31.12,5.35,1.26
2010072714,0.095,4.51,19.6,4.79,2.14,4.61,24.92,5.09,2.17,4.26,26.99,4.78,2.85,4.43,32.76,5.27,1.61
2010072715,0.106,4.57,25.67,5.07,2.65,4.45,30.84,5.18,2.43,4.23,29.89,4.88,3.03,4.34,34.94,5.3,2.2
2010072716,0.069,4.45,34,5.37,3.29,4.28,37.57,5.4,2.95,4.02,36.31,4.99,3.26,4.32,37.08,5.41,3
2010072717,0.069,4.29,41.8,5.76,3.93,4.22,42.94,5.77,3.6,3.81,43.4,5.24,3.49,4.38,38.5,5.6,3.84
2010072718,0.122,4.26,46.38,6.17,4.4,4.37,45.14,6.2,4.17,3.81,47.59,5.65,3.66,4.58,38.66,5.87,4.47
2010072719,0.201,4.45,46.64,6.48,4.56,4.77,43.73,6.6,4.49,4.17,47.12,6.12,3.74,4.9,37.33,6.17,4.71
2010072720,0.265,4.7,44.3,6.57,4.44,5.16,40.7,6.8,4.42,4.66,43.49,6.43,3.63,5.19,34.95,6.34,4.59
2010072721,0.333,4.8,41.08,6.36,4.07,5.24,37.86,6.63,3.87,5,37.75,6.33,3.25,5.26,31.72,6.18,4.18
2010072722,0.312,4.58,38,5.81,3.53,4.81,36.28,5.96,2.83,4.97,29.66,5.71,2.58,4.98,27.35,5.61,3.58
2010072723,0.265,4.19,34.75,5.1,2.93,4.13,35.33,5.06,1.67,4.64,19.81,4.93,1.83,4.56,21.9,4.92,2.91
2010072800,0.344,3.86,31.02,4.5,2.41,3.59,33.85,4.33,0.89,4.2,11.95,4.29,1.32,4.29,17.06,4.49,2.32
2010072801,0.344,3.47,30.69,4.04,0.81,3.8,12.11,3.88,1.24,4.39,15.71,4.56,1.7,4.55,20.44,4.86,2.06
2010072802,0.365,3.67,25.87,4.08,1.21,3.62,18.54,3.82,1.46,4.83,16.84,5.04,1.79,4.25,22.87,4.61,1.78
2010072803,0.392,3.98,19.55,4.23,1.7,3.84,23.91,4.2,1.78,5.5,17.98,5.78,1.74,4.67,20.45,4.99,1.42
2010072804,0.413,4.27,12.11,4.37,2,4.53,23.87,4.95,2.07,6.27,18.27,6.6,1.7,5.47,17.3,5.73,0.92
2010072805,0.402,4.64,8.04,4.68,2.25,5.29,23.05,5.75,2.48,6.85,19.89,7.29,2.03,6.13,18.28,6.46,0.66
2010072806,0.381,5.25,11.89,5.37,2.69,5.64,25.51,6.25,3.25,6.91,25.2,7.63,3.11,6.12,26.91,6.86,1.11
2010072807,0.296,6.13,22.34,6.62,3.46,5.21,33.61,6.26,4.5,6.19,36.01,7.65,5.1,5.08,45.14,7.2,2.52
2010072808,0.36,6.66,32.49,7.89,4.33,4.23,45.64,6.05,5.86,4.79,50.71,7.57,7.21,3.41,64.67,7.98,4.24
2010072809,0.286,6.07,41.6,8.12,4.94,3.07,58.18,5.82,6.86,2.92,66.96,7.45,8.39,1.72,78.42,8.56,5.39
2010072810,0.466,3.94,53.93,6.68,5.09,2.01,68.47,5.47,7.15,0.77,83.83,7.19,7.94,0.44,86.82,7.95,5.4
2010072811,0.577,1.05,77.8,4.98,4.99,1.02,78.44,5.1,7.01,-1.26,100.21,7.12,6.65,-0.53,94.59,6.67,4.87
2010072812,0.608,-1.45,107.13,4.91,5.01,0,89.96,5.01,6.85,-2.78,112.14,7.39,5.66,-1.47,104.53,5.85,4.69
2010072813,0.767,-1.11,101.6,5.5,6.97,-3.52,116.78,7.81,5.81,-2.53,113.56,6.34,7.72,-3.01,111.29,8.28,5.39
2010072814,0.73,-2.18,110.05,6.35,7.31,-3.72,116.95,8.2,6.72,-3.58,118.02,7.61,8.11,-3.87,115.5,8.98,5.97
2010072815,0.725,-3.05,115.11,7.18,7.71,-3.78,116.11,8.58,7.7,-4.35,119.46,8.84,8.33,-4.4,117.85,9.42,6.5
2010072816,0.661,-3.6,117.87,7.7,8.02,-4,116.5,8.97,8.22,-4.69,119.71,9.47,8.42,-4.68,119.09,9.63,6.8
2010072817,0.725,-3.96,119.53,8.04,8.3,-4.37,117.74,9.38,8.4,-4.75,119.5,9.65,8.41,-4.83,119.86,9.69,7
2010072818,0.788,-4.34,120.79,8.48,8.63,-4.77,118.92,9.86,8.48,-4.75,119.25,9.72,8.35,-4.96,120.72,9.71,7.28
2010072819,0.841,-4.84,121.89,9.15,9.04,-5.11,119.46,10.38,8.66,-4.85,119.23,9.92,8.28,-5.16,121.96,9.75,7.77
2010072820,0.836,-5.25,122.44,9.79,9.35,-5.29,119.5,10.75,8.83,-4.96,119.31,10.12,8.13,-5.28,122.98,9.7,8.26
2010072821,0.884,-5.29,122.05,9.98,9.35,-5.24,119.26,10.72,8.8,-4.92,119.21,10.09,7.86,-5.11,123.01,9.38,8.46
2010072822,0.899,-4.79,120.47,9.45,8.84,-4.91,119.07,10.11,8.42,-4.65,118.91,9.62,7.41,-4.54,121.49,8.68,8.15
2010072823,0.894,-4.01,118.2,8.48,7.79,-4.47,119.88,8.98,7.61,-4.28,119.33,8.73,6.76,-3.79,119.29,7.75,7.47
2010072900,0.899,-3.31,116.48,7.43,6.2,-4.14,123.7,7.46,6.35,-4,122.23,7.5,5.92,-3.18,118.28,6.72,6.65
2010072901,0.825,-4.04,134.02,5.82,4.65,-3.95,130.36,6.11,4.91,-2.93,120.87,5.72,4.84,-3.22,123.65,5.81,4.19
2010072902,0.635,-4.06,151.67,4.62,2.86,-4,144.4,4.92,3.84,-2.89,126.92,4.81,3.66,-2.98,129.12,4.72,2.19
2010072903,0.333,-4,169.09,4.07,1.38,-3.93,160.62,4.16,2.84,-2.79,134.48,3.99,2.83,-2.86,135.32,4.02,0.77
2010072904,0.106,-3.71,175.11,3.72,0.53,-3.61,171.68,3.65,2.02,-2.47,140.79,3.19,2.27,-2.83,141.3,3.63,0.32
2010072905,0.026,-3.31,169.8,3.36,0.26,-3.18,175.28,3.19,1.43,-2.09,145.56,2.53,1.88,-2.86,146.63,3.42,0.6
2010072906,0,-2.99,157.9,3.22,0.46,-2.83,170.79,2.87,1.13,-1.87,148.82,2.18,1.57,-2.91,151.71,3.31,1.21
2010072907,0,-2.87,147.71,3.39,0.97,-2.71,160.29,2.88,1.11,-1.96,150.46,2.25,1.24,-2.95,157.13,3.2,1.81
2010072908,0.016,-2.89,142.93,3.62,1.58,-2.71,149.86,3.14,1.18,-2.19,151.63,2.48,0.96,-2.93,161.77,3.08,2.18
2010072909,0.021,-2.93,143.82,3.63,2.03,-2.67,142.79,3.36,1.1,-2.29,154.29,2.54,0.81,-2.81,163.86,2.93,2.14
2010072910,0.011,-2.91,150.65,3.34,2.17,-2.47,138.71,3.28,0.73,-2.07,160.57,2.19,0.86,-2.58,161.56,2.72,1.64
2010072911,0.021,-2.85,159.65,3.04,2.14,-2.16,135.3,3.04,0.33,-1.64,168.69,1.67,1.1,-2.27,154.16,2.53,1.06
2010072912,0.026,-2.82,161.9,2.97,2.18,-1.87,130.63,2.87,0.26,-1.17,167.66,1.2,1.52,-1.97,142.27,2.49,0.92
2010072913,0,-1.68,124.44,2.97,0.76,-0.84,137.56,1.13,2.09,-1.73,129.6,2.72,2.66,-0.91,108.77,2.81,2.45
2010072914,0.011,-1.64,119.5,3.34,1.65,-0.73,114.01,1.8,2.71,-1.63,120.99,3.16,3.26,-1.3,111.74,3.51,2.91
2010072915,0.053,-1.79,117.53,3.87,2.59,-0.96,110.3,2.76,3.26,-1.72,117.86,3.68,3.74,-1.79,115.63,4.15,3.43
2010072916,0.101,-2.13,118.54,4.45,3.33,-1.55,114.98,3.68,3.64,-2.05,119.35,4.18,4.11,-2.34,119.69,4.73,3.91
2010072917,0.228,-2.64,121.75,5.01,3.87,-2.38,121.58,4.55,3.91,-2.55,123.09,4.66,4.39,-2.9,123.48,5.26,4.26
2010072918,0.222,-3.28,126.74,5.48,4.26,-3.26,127.39,5.37,4.11,-3.12,127.2,5.16,4.61,-3.43,126.66,5.74,4.39
2010072919,0.323,-3.98,133.08,5.83,4.54,-4.01,131.46,6.06,4.3,-3.68,130.56,5.66,4.78,-3.88,129.1,6.16,4.26
2010072920,0.328,-4.53,138.85,6.02,4.69,-4.52,133.92,6.52,4.41,-4.12,133.03,6.03,4.84,-4.22,131.06,6.42,3.96
2010072921,0.407,-4.7,142.07,5.95,4.7,-4.67,134.87,6.63,4.34,-4.31,134.75,6.12,4.72,-4.38,132.89,6.44,3.66
2010072922,0.45,-4.33,141.38,5.54,4.53,-4.42,134.31,6.33,4.05,-4.18,135.94,5.82,4.35,-4.34,134.91,6.15,3.46
2010072923,0.508,-3.68,138.3,4.93,4.2,-3.91,132.96,5.74,3.58,-3.85,137.06,5.26,3.84,-4.13,137.08,5.64,3.28
2010073000,0.471,-3.1,135.91,4.32,3.75,-3.38,132.02,5.05,3.04,-3.45,138.67,4.6,3.29,-3.79,139.09,5.02,3.01
2010073001,0.27,-2.98,133.08,4.37,2.5,-3.12,141.31,4,2.79,-3.38,140.49,4.38,2.64,-3.12,139.8,4.09,3.19
2010073002,0.148,-2.73,136.85,3.74,1.99,-2.85,145.05,3.48,2.35,-2.95,141.46,3.77,2.03,-2.87,144.76,3.52,2.56
2010073003,0.079,-2.58,143.74,3.2,1.53,-2.62,149.72,3.03,1.95,-2.54,142.58,3.2,1.62,-2.54,147.44,3.01,1.89
2010073004,0.021,-2.48,154.01,2.76,1.12,-2.4,154.92,2.65,1.56,-2.22,144.83,2.71,1.36,-2.16,147.88,2.55,1.21
2010073005,0,-2.37,168.01,2.42,0.79,-2.18,160.19,2.32,1.14,-1.96,149.92,2.27,1.19,-1.81,146.71,2.16,0.5
2010073006,0.005,-2.18,186.37,2.19,0.53,-1.95,164.88,2.02,0.61,-1.77,161.03,1.87,1.06,-1.55,145.66,1.88,-0.24
2010073007,0.048,-1.87,208.74,2.13,0.34,-1.7,168.65,1.74,-0.06,-1.61,182,1.61,0.92,-1.44,147.26,1.71,-1.02
2010073008,0.101,-1.47,229.96,2.29,0.16,-1.43,173.81,1.44,-0.76,-1.44,207.76,1.63,0.7,-1.36,152.8,1.53,-1.75
2010073009,0.053,-1.05,245.64,2.54,-0.12,-1.13,186.29,1.13,-1.38,-1.21,228.79,1.84,0.3,-1.18,165.83,1.21,-2.32
2010073010,0.011,-0.65,256.02,2.7,-0.54,-0.8,213.91,0.96,-1.81,-0.87,244.32,2.01,-0.3,-0.8,200.39,0.85,-2.62
2010073011,0,-0.33,262.94,2.67,-0.92,-0.49,242.09,1.04,-1.98,-0.48,256.44,2.04,-0.83,-0.29,250.61,0.88,-2.65
2010073012,0.005,-0.12,267.2,2.41,-1.08,-0.25,256.77,1.11,-1.86,-0.11,266.56,1.86,-1,0.22,282.29,1.02,-2.4
2010073013,0.016,-0.13,261.59,0.86,-1.42,0.16,276.52,1.43,-0.59,0.62,316.56,0.86,-0.88,1.17,323.07,1.47,-0.85
2010073014,0,-0.07,258.18,0.36,-0.81,0.33,291.8,0.88,0.15,0.81,10.28,0.82,-0.08,1.35,356.72,1.36,-0.35
2010073015,0,-0.04,99.52,0.27,-0.19,0.37,333.02,0.41,0.84,0.68,50.94,1.09,0.5,1.01,26.21,1.13,0.27
2010073016,0,-0.01,90.76,0.85,0.32,0.28,49.15,0.43,1.22,0.19,81.14,1.24,0.87,0.33,69.1,0.94,0.85
2010073017,0,-0.04,91.89,1.29,0.7,0.06,84.87,0.7,1.37,-0.5,110.07,1.46,1.1,-0.45,112.39,1.19,1.29
2010073018,0,-0.23,98.89,1.49,0.96,-0.28,106.32,1,1.44,-1.16,128.9,1.85,1.22,-1.12,132.53,1.66,1.47
2010073019,0,-0.62,114.72,1.47,1.1,-0.72,123.26,1.31,1.56,-1.61,135.92,2.24,1.27,-1.48,139.32,1.95,1.34
2010073020,0,-1.03,137.57,1.4,1.08,-1.12,136.1,1.55,1.61,-1.78,137.79,2.4,1.2,-1.49,141.17,1.92,0.94
2010073021,0,-1.26,162.94,1.32,0.83,-1.31,147.55,1.56,1.45,-1.64,138.63,2.19,0.96,-1.18,140.92,1.52,0.39
2010073022,0,-1.13,191.42,1.15,0.36,-1.16,162.87,1.22,0.96,-1.19,141,1.53,0.52,-0.57,137.91,0.77,-0.23
2010073023,0,-0.61,231.47,0.98,-0.17,-0.66,193.98,0.68,0.32,-0.45,145.11,0.55,-0.02,0.24,354.31,0.24,-0.76
2010073100,0,0.27,284.23,1.11,-0.5,0.17,288.18,0.53,-0.27,0.51,332.01,0.58,-0.52,1.12,335.38,1.24,-1.08
