date,final,a,b,c,d,a1,b1,c1,d1,a2,b2,c2,d2,a3,b3,c3,d3
2010061104,0.148,-0.87,251.63,2.77,-2.73,-1.1,248.02,2.94,-2.57,-0.64,255.96,2.65,-2.63,-1.16,246.24,2.87,-2.63
2010061105,0.109,-0.49,258.46,2.44,-2.45,-0.56,257.17,2.51,-2.24,-0.49,257.54,2.29,-2.26,-0.88,248.65,2.42,-2.39
2010061106,0.099,-0.19,265.16,2.2,-2.23,-0.14,266.48,2.24,-2.03,-0.36,259.96,2.06,-2.03,-0.61,253.31,2.12,-2.19
2010061107,0.079,0.14,274,1.97,-2.11,0.15,274.09,2.11,-1.95,-0.11,266.8,1.96,-2.07,-0.33,261.04,2.1,-1.97
2010061108,0.03,0.49,285.15,1.86,-2.1,0.36,279.62,2.13,-2.07,0.24,276.7,2.08,-2.3,-0.06,268.53,2.3,-1.8
2010061109,0.04,0.85,295.35,1.98,-2.25,0.55,283.63,2.31,-2.42,0.65,285.04,2.51,-2.54,0.17,273.78,2.55,-1.79
2010061110,0.099,1.21,301.2,2.33,-2.54,0.77,286.98,2.65,-2.98,1.07,289.81,3.16,-2.68,0.36,277.55,2.71,-1.99
2010061111,0.128,1.57,304.49,2.78,-2.82,1.08,290.89,3.02,-3.31,1.48,294.16,3.62,-2.72,0.62,282.93,2.79,-2.29
2010061112,0.099,1.96,307.96,3.19,-2.91,1.47,296.84,3.26,-2.89,1.87,302.85,3.44,-2.67,1.12,292.82,2.9,-2.52
2010061113,0.089,1.95,305.92,3.33,-1.47,2.19,326.13,2.64,-2.55,1.92,307.02,3.19,-2.74,2.53,312.72,3.73,-2.69
2010061114,0.079,2.39,314.84,3.39,0.15,2.39,3.52,2.4,-2.28,2.76,320.42,3.58,-2.28,2.69,319.73,3.52,-2.4
2010061115,0.079,2.63,318.38,3.52,0.9,2.37,20.78,2.54,-1.77,3.28,331.69,3.73,-2.17,2.79,322.18,3.54,-2.34
2010061116,0.109,2.59,313.86,3.74,0.06,2.11,1.68,2.11,-1,3.27,343.05,3.42,-2.29,2.87,321.4,3.68,-2.69
2010061117,0.059,2.47,307.27,4.08,-1.74,1.74,315.13,2.46,-0.27,3.01,354.94,3.02,-2.45,2.98,320.55,3.86,-3.25
2010061118,0.099,2.56,304.92,4.46,-3.52,1.48,292.84,3.81,0.05,2.89,1.04,2.89,-2.43,3.18,322.6,4,-3.66
2010061119,0.158,3,308.89,4.78,-4.54,1.47,287.95,4.77,-0.29,3.19,354.85,3.2,-2.09,3.48,328.98,4.06,-3.72
2010061120,0.306,3.44,313.44,5,-5.02,1.68,288.48,5.29,-1.02,3.7,344.56,3.84,-1.69,3.77,335.83,4.13,-3.63
2010061121,0.425,3.38,312.3,5.02,-5.4,2.02,290.51,5.76,-1.76,4.1,336.73,4.46,-1.57,3.9,338.03,4.2,-3.71
2010061122,0.385,2.52,301.11,4.87,-5.99,2.41,291.91,6.46,-2.22,4.13,331.77,4.69,-1.95,3.75,332.51,4.23,-4.17
2010061123,0.494,1.31,285.43,4.93,-6.55,2.75,292.78,7.11,-2.52,3.89,327.07,4.63,-2.6,3.46,323.1,4.33,-4.75
2010061200,0.731,0.41,274.6,5.11,-6.71,2.95,293.71,7.33,-2.9,3.54,320.7,4.58,-3.15,3.19,315.38,4.48,-5.1
2010061201,0.652,2.91,295.14,6.85,-3.49,3.22,312.69,4.74,-3.31,3.09,313.03,4.52,-4.62,3.57,307.71,5.84,-6.2
2010061202,0.613,2.62,296.52,5.86,-4.01,2.89,305.75,4.94,-2.99,3.15,316.53,4.34,-4.04,3.88,313.8,5.6,-5.25
2010061203,0.435,2.07,296.27,4.69,-4.09,2.49,301.28,4.79,-2.16,3.36,327.21,4,-2.7,4.2,327.27,4.99,-4.2
2010061204,0.573,1.3,291.44,3.57,-3.48,1.99,299.76,4.01,-0.87,3.68,346.67,3.78,-0.89,4.51,348.81,4.59,-3.32
2010061205,0.84,0.45,280.34,2.52,-2.41,1.53,302.43,2.85,0.63,4.02,8.93,4.07,0.93,4.79,11.03,4.88,-2.48
2010061206,0.939,-0.3,258.38,1.5,-1.21,1.27,316.34,1.75,2.02,4.32,25.08,4.77,2.31,5.05,24.56,5.55,-1.47
2010061207,0.968,-0.82,193.63,0.84,-0.16,1.32,352.91,1.33,3.06,4.5,34.19,5.44,2.91,5.25,29.02,6,-0.2
2010061208,0.968,-1.13,140.78,1.46,0.75,1.56,25.64,1.73,3.79,4.53,39.96,5.91,3.08,5.33,30.03,6.15,0.92
2010061209,0.909,-1.29,133.41,1.88,1.61,1.81,41.6,2.42,4.36,4.38,44.9,6.18,3.31,5.22,32.36,6.18,1.36
2010061210,0.682,-1.35,148.82,1.58,2.46,1.93,51.86,3.12,4.89,4.07,50.23,6.36,3.95,4.88,38.97,6.28,0.82
2010061211,0.662,-1.26,188.26,1.27,3.09,1.81,59.66,3.58,5.41,3.69,55.67,6.55,4.79,4.38,47.55,6.49,-0.18
2010061212,0.761,-0.93,223.35,1.28,3.27,1.38,67.1,3.55,5.96,3.39,60.36,6.86,5.48,3.82,55.09,6.68,-0.88
2010061213,0.336,0.61,77.89,2.91,6.53,3.24,63.62,7.29,5.76,3.31,60.16,6.65,4.99,3.57,54.38,6.14,2.84
2010061214,0.296,-0.32,98.6,2.17,6.94,3.11,65.86,7.61,5.73,2.85,63.56,6.4,5.31,3.25,58.55,6.22,2.14
2010061215,0.267,-1.2,126.53,2.01,6.96,2.83,67.91,7.51,5.56,2.46,66.09,6.08,5.42,2.47,65.52,5.95,1.62
2010061216,0.405,-1.81,139.75,2.37,6.45,2.31,70.3,6.85,5.39,2.12,68.55,5.79,5.35,1.41,75.2,5.53,1.53
2010061217,0.385,-2.07,143.95,2.56,5.55,1.89,71.22,5.86,5.17,1.58,72.97,5.41,5.17,0.3,86.65,5.18,1.51
2010061218,0.583,-1.91,152.72,2.15,4.5,2,66.1,4.93,4.83,0.6,82.89,4.87,4.97,-0.63,97.27,5.02,0.99
2010061219,0.543,-1.33,196.27,1.39,3.54,2.84,51.27,4.53,4.3,-0.94,102.37,4.4,4.79,-1.22,104.33,4.94,-0.39
2010061220,0.356,-0.57,255.3,2.26,2.86,3.69,37.74,4.67,3.54,-2.59,126.24,4.38,4.42,-1.48,108.55,4.66,-2.19
2010061221,0.237,0.04,270.68,3.78,2.67,3.62,36.44,4.5,2.5,-3.72,146.09,4.49,3.64,-1.49,112.26,3.94,-3.78
2010061222,0.01,0.29,273.52,4.7,3.04,1.99,56.74,3.63,1.23,-3.93,162.59,4.12,2.34,-1.34,119.75,2.69,-4.69
2010061223,0.079,0.23,272.63,5.05,3.45,-0.47,97.79,3.48,-0.03,-3.61,180.41,3.61,0.86,-1.18,143.79,1.46,-5.05
2010061300,0.208,0.02,270.25,5.11,3.27,-2.73,129.88,4.26,-0.96,-3.34,196.1,3.48,-0.3,-1.2,194.01,1.24,-5.11
2010061301,0.198,-3.98,152.21,4.5,-1.36,-3.57,200.87,3.82,-0.81,-1.51,208.04,1.71,0.7,-0.05,93.72,0.7,2.1
2010061302,0.109,-4.32,173.12,4.35,-1.32,-4.04,198.1,4.25,-0.84,-1.97,203.22,2.14,0.69,-0.25,110.02,0.73,0.52
2010061303,0.049,-4.09,188.6,4.14,-1.04,-4.36,193.42,4.48,-0.74,-2.35,197.42,2.46,0.73,-0.48,123.59,0.87,-0.62
2010061304,0.089,-3.61,191.42,3.68,-0.69,-4.23,189.28,4.29,-0.73,-2.5,196.31,2.61,0.8,-0.76,133.39,1.11,-0.73
2010061305,0.02,-3.09,183.58,3.1,-0.37,-3.83,185.58,3.85,-0.76,-2.47,197.13,2.59,0.88,-1.12,141.72,1.43,-0.19
2010061306,0.03,-2.75,172.58,2.77,-0.17,-3.44,182.76,3.44,-0.69,-2.37,196.15,2.47,0.95,-1.62,149.78,1.88,0.36
2010061307,0.03,-2.71,170.64,2.74,-0.11,-3.26,182.02,3.26,-0.42,-2.28,190.34,2.32,0.96,-2.28,157.05,2.47,0.45
2010061308,0.059,-2.86,175.98,2.86,-0.15,-3.19,182.7,3.19,-0.07,-2.18,181.93,2.18,0.95,-2.93,162.09,3.08,0.2
2010061309,0.049,-3.02,181.87,3.02,-0.17,-3.03,183.2,3.04,0.17,-2.03,175.35,2.04,0.91,-3.4,164.99,3.52,-0.1
2010061310,0.01,-3.05,184.35,3.05,-0.09,-2.67,181.86,2.68,0.19,-1.8,173.92,1.81,0.88,-3.55,166.16,3.66,-0.23
2010061311,0.02,-2.94,184.37,2.95,0.12,-2.26,176.98,2.27,0.18,-1.58,173.51,1.59,0.88,-3.5,165.87,3.61,-0.22
2010061312,0.01,-2.74,183.39,2.75,0.46,-2.01,167.24,2.06,0.37,-1.45,165.74,1.5,0.97,-3.4,164.03,3.54,-0.16
2010061313,0,-2.07,156.24,2.26,0.92,-1.49,148.39,1.75,1.18,-3.4,160.83,3.6,2.13,-3.16,145.95,3.81,0.91
2010061314,0.01,-2.33,148.93,2.73,1.65,-1.63,134.7,2.32,1.45,-3.46,157.27,3.75,2.56,-3.36,142.71,4.22,1.41
2010061315,0.04,-2.64,145.03,3.23,2.28,-1.76,127.62,2.88,1.71,-3.54,154.25,3.93,2.82,-3.56,141.58,4.54,1.85
2010061316,0.049,-2.86,142.8,3.59,2.62,-1.79,124.35,3.17,1.91,-3.59,151.94,4.07,2.95,-3.74,141.79,4.77,2.17
2010061317,0.079,-2.93,140.79,3.78,2.66,-1.65,121.7,3.13,2.13,-3.58,149.24,4.17,2.99,-3.9,142.47,4.91,2.39
2010061318,0.128,-2.85,137.95,3.83,2.48,-1.26,116.83,2.78,2.46,-3.5,144.91,4.28,3.02,-3.98,142.8,5,2.57
2010061319,0.178,-2.58,133.75,3.74,2.13,-0.61,106.02,2.22,2.93,-3.37,138.97,4.46,3.05,-3.98,142.56,5.02,2.7
2010061320,0.247,-2.11,129.18,3.33,1.64,0.06,88.02,1.64,3.28,-3.27,134.91,4.63,2.91,-3.96,143.63,4.91,2.58
2010061321,0.168,-1.38,124.97,2.41,1.04,0.46,65.85,1.14,3.19,-3.34,136.32,4.61,2.4,-3.97,148.85,4.64,1.98
2010061322,0.198,-0.44,120.67,0.87,0.33,0.39,40.1,0.51,2.43,-3.63,146.15,4.37,1.4,-4.05,160.93,4.29,0.75
2010061323,0.237,0.41,298.7,0.85,-0.45,-0.09,258.81,0.46,1.26,-3.97,162.35,4.17,0.23,-4.07,176.75,4.08,-0.75
2010061400,0.178,0.81,291.66,2.19,-1.28,-0.85,236.52,1.53,0.03,-4.12,179.58,4.13,-0.68,-3.86,190.05,3.92,-2.04
2010061401,0.079,-1.72,230.8,2.72,-0.96,-3.92,193.82,4.04,-1.05,-3.32,197.52,3.48,0.53,-2.32,167.07,2.38,-2.11
2010061402,0.01,-2.46,228.25,3.7,-1.63,-3.44,205.39,3.81,-1.06,-2.6,202.2,2.81,-0.71,-1.18,211.06,1.38,-2.76
2010061403,0,-2.82,227.11,4.15,-1.94,-2.84,214.39,3.44,-1.04,-1.91,208.69,2.17,-1.18,-0.44,249.56,1.25,-3.04
2010061404,0,-2.63,226.93,3.85,-1.89,-2.23,220.36,2.92,-1.23,-1.42,220.99,1.88,-1.09,0,269.96,1.09,-2.82
2010061405,0,-2.16,226.75,3.15,-1.63,-1.6,225.42,2.28,-1.51,-1.13,233.14,1.88,-0.72,0.21,286.36,0.75,-2.29
2010061406,0,-1.77,224.79,2.49,-1.32,-0.93,234.99,1.62,-1.66,-1,238.91,1.94,-0.36,0.27,306.61,0.45,-1.76
2010061407,0,-1.72,219.53,2.23,-1.11,-0.2,259.95,1.13,-1.55,-0.97,238.14,1.83,-0.24,0.27,317.86,0.36,-1.42
2010061408,0,-1.86,214.62,2.25,-0.94,0.42,294.23,1.03,-1.31,-0.86,236.63,1.57,-0.31,0.39,322.03,0.5,-1.28
2010061409,0,-1.89,213.71,2.27,-0.72,0.74,315.64,1.03,-1.12,-0.51,245.54,1.23,-0.42,0.83,333.37,0.93,-1.26
2010061410,0,-1.65,218.01,2.1,-0.39,0.61,327.5,0.73,-1.12,0.19,279.67,1.13,-0.47,1.66,344.19,1.72,-1.29
2010061411,0,-1.31,224.15,1.83,-0.07,0.21,343.08,0.22,-1.17,0.99,310.32,1.53,-0.43,2.43,349.87,2.47,-1.27
2010061412,0,-1.15,224.23,1.6,0.1,-0.22,155.88,0.24,-1.09,1.57,325.07,1.91,-0.3,2.58,353.38,2.6,-1.12
2010061413,0,-0.51,179.43,0.51,-0.78,1.65,334.73,1.83,-0.07,1.74,357.63,1.74,0.56,0.28,63.59,0.63,0.01
2010061414,0,-0.73,194.08,0.75,-0.44,1.29,341.33,1.37,0.17,0.31,28.59,0.36,0.65,-0.42,122.84,0.77,-0.18
2010061415,0,-1.02,193.51,1.05,-0.35,0.6,329.72,0.69,0.34,-1.06,162.36,1.11,0.83,-1,140.06,1.3,-0.24
2010061416,0,-1.45,181.75,1.45,-0.71,-0.29,247.89,0.76,0.34,-1.88,169.7,1.91,1.04,-1.44,144.29,1.77,-0.04
2010061417,0,-1.89,174.04,1.9,-1.31,-1.08,230.43,1.69,0.17,-2.16,175.54,2.16,1.08,-1.75,148.34,2.06,0.2
2010061418,0,-2.14,175.4,2.15,-1.85,-1.46,231.71,2.36,-0.19,-2,185.4,2.01,0.78,-1.95,158.09,2.1,0.17
2010061419,0,-2.1,188.69,2.12,-2.11,-1.25,239.31,2.46,-0.7,-1.56,204.25,1.71,0.06,-2.01,178.32,2.01,-0.32
2010061420,0,-2.05,207.26,2.3,-2.11,-0.8,249.27,2.26,-1.2,-0.98,230.88,1.55,-0.75,-1.84,202.14,1.99,-1.05
2010061421,0,-2.34,215.87,2.89,-1.96,-0.59,253.34,2.04,-1.49,-0.43,253.86,1.55,-1.19,-1.31,222.23,1.77,-1.69
2010061422,0,-3.21,211.72,3.77,-1.73,-0.94,241.41,1.97,-1.44,-0.09,266.6,1.44,-0.98,-0.42,246.7,1.06,-1.98
2010061423,0,-4.27,204.89,4.71,-1.53,-1.62,223.28,2.23,-1.26,-0.11,264.82,1.26,-0.49,0.32,303.61,0.59,-1.98
2010061500,0,-5.03,200.05,5.35,-1.42,-2.21,212.72,2.63,-1.23,-0.69,240.73,1.41,-0.27,0.3,318.23,0.4,-1.83
2010061501,0,-2.41,211.34,2.82,-1.54,-1.85,219.82,2.41,-0.68,-0.88,217.92,1.11,-1.55,-1.8,220.66,2.37,-1.47
2010061502,0.01,-2.29,214.8,2.79,-2,-3.1,212.78,3.69,-1.43,-2.54,209.34,2.92,-1.75,-3.11,209.32,3.57,-1.59
2010061503,0.168,-2.04,219.8,2.65,-2.3,-3.83,211.06,4.47,-2.03,-3.79,208.16,4.3,-1.72,-3.63,205.41,4.02,-1.7
2010061504,0.148,-1.78,224,2.48,-2.28,-3.57,212.51,4.24,-2.16,-3.95,208.73,4.5,-1.64,-3.54,204.88,3.9,-1.72
2010061505,0.099,-1.55,229.31,2.37,-2.2,-2.65,219.68,3.45,-2.13,-3.24,213.39,3.88,-1.75,-2.98,210.47,3.46,-1.8
2010061506,0.128,-1.32,238.06,2.49,-2.46,-1.54,237.91,2.9,-2.4,-2.12,228.54,3.2,-2.36,-2.12,228.05,3.17,-2.11
2010061507,0.277,-1.08,248.74,2.98,-3.32,-0.64,259.15,3.38,-3.27,-1,253.07,3.42,-3.6,-1.11,252.81,3.77,-2.78
2010061508,0.702,-0.85,256.93,3.77,-4.49,0.07,270.85,4.49,-4.48,-0.05,269.32,4.48,-5.13,-0.21,267.61,5.13,-3.67
2010061509,0.87,-0.65,261.98,4.65,-5.56,0.66,276.8,5.6,-5.61,0.58,275.87,5.64,-6.44,0.32,272.87,6.45,-4.61
2010061510,0.879,-0.48,264.98,5.45,-6.2,1.22,281.1,6.32,-6.35,0.82,277.33,6.4,-7.17,0.33,272.67,7.18,-5.43
2010061511,0.86,-0.29,267.25,6.08,-6.44,1.66,284.46,6.65,-6.75,0.81,276.81,6.8,-7.44,0.04,270.34,7.44,-6.08
2010061512,0.85,-0.04,269.67,6.52,-6.42,1.9,286.5,6.69,-7,0.74,276.04,7.04,-7.5,-0.23,268.28,7.5,-6.52
2010061513,0.84,1.89,286.83,6.53,-7.2,0.77,276.1,7.24,-7.55,-0.24,268.21,7.55,-7.11,0.42,273.4,7.13,-6.25
2010061514,0.8,1.8,286.56,6.33,-7.31,0.86,276.69,7.36,-7.59,-0.08,269.39,7.59,-7.16,0.51,274.09,7.18,-6.07
2010061515,0.771,1.87,287.32,6.27,-7.24,0.92,277.28,7.29,-7.58,0.06,270.48,7.58,-7.12,0.58,274.62,7.14,-5.99
2010061516,0.692,2.23,290.13,6.48,-6.92,0.93,277.63,6.98,-7.46,0.06,270.49,7.47,-7,0.63,275.12,7.03,-6.09
2010061517,0.642,2.74,293.67,6.82,-6.45,0.97,278.51,6.52,-7.24,-0.02,269.83,7.24,-6.79,0.71,276,6.82,-6.25
2010061518,0.593,3.15,296.61,7.03,-5.95,1.18,281.2,6.06,-6.89,-0.09,269.23,6.89,-6.47,0.88,277.76,6.53,-6.28
2010061519,0.534,3.27,298.31,6.9,-5.53,1.63,286.39,5.77,-6.42,-0.07,269.34,6.42,-6.05,1.15,280.75,6.16,-6.07
2010061520,0.593,3.08,298.59,6.45,-5.3,2.08,291.47,5.69,-5.94,-0.01,269.9,5.94,-5.6,1.39,283.94,5.77,-5.66
2010061521,0.534,2.6,296.92,5.75,-5.35,2.25,292.8,5.8,-5.57,0.03,270.26,5.57,-5.19,1.44,285.55,5.39,-5.13
2010061522,0.593,1.89,292.44,4.95,-5.7,1.94,288.8,6.02,-5.39,-0.01,269.89,5.39,-4.89,1.22,283.99,5.04,-4.58
2010061523,0.771,1.17,285.76,4.29,-6.05,1.48,283.7,6.23,-5.36,-0.05,269.45,5.36,-4.71,0.89,280.65,4.79,-4.13
2010061600,0.889,0.69,280.02,3.99,-6.06,1.3,282.08,6.19,-5.43,-0.01,269.94,5.43,-4.64,0.68,278.4,4.69,-3.93
2010061601,0.939,1.69,287.25,5.69,-5.48,0.21,272.21,5.48,-4.66,0.8,279.7,4.72,-5.73,1.2,281.84,5.85,-5.44
2010061602,0.82,2.31,298.14,4.9,-5.34,0.65,276.9,5.38,-4.73,1.16,283.78,4.87,-5.38,1.85,288.99,5.69,-4.32
2010061603,0.84,2.67,312.28,3.97,-4.79,1.33,285.55,4.97,-4.79,1.66,289.08,5.07,-4.89,2.65,298.47,5.56,-2.94
2010061604,0.761,2.45,328.47,2.87,-3.73,2.26,301.17,4.36,-4.8,2.2,294.61,5.28,-4.26,3.52,309.5,5.53,-1.5
2010061605,0.85,1.98,355.72,1.98,-2.52,3.2,321.77,4.07,-4.68,2.8,300.9,5.45,-3.63,4.37,320.3,5.68,-0.15
2010061606,0.771,1.76,29.64,2.03,-1.61,3.88,337.47,4.2,-4.36,3.51,308.84,5.59,-3.13,5.15,328.71,6.02,1
2010061607,0.543,2.16,40.87,2.85,-1.28,4.13,342.74,4.33,-3.75,4.35,319.19,5.74,-2.78,5.76,334.23,6.4,1.87
2010061608,0.435,2.9,41.06,3.84,-1.09,4.14,345.31,4.28,-2.72,5.25,332.59,5.91,-2.11,6.11,340.94,6.46,2.52
2010061609,0.445,3.57,40.98,4.73,-0.38,4.21,354.83,4.23,-1.11,6.13,349.73,6.23,-0.51,6.06,355.2,6.08,3.1
2010061610,0.731,3.86,43.85,5.35,1.24,4.53,15.36,4.69,1.14,6.85,9.44,6.94,2.34,5.56,22.86,6.03,3.71
2010061611,0.692,3.86,48.83,5.87,3.31,4.88,34.19,5.89,3.68,7.14,27.24,8.03,5.63,4.79,49.6,7.39,4.42
2010061612,0.771,3.8,54.42,6.52,5.13,4.94,46.09,7.12,6.05,6.67,42.21,9,8.25,3.99,64.16,9.16,5.31
2010061613,0.711,4.47,54.1,7.63,7.87,5.27,56.2,9.47,9.41,3.35,70.38,9.99,6.86,3.01,66.34,7.49,6.18
2010061614,0.83,3.59,61.85,7.6,9.05,3.4,69.4,9.67,9.51,2.8,73.63,9.92,8.07,2.43,73.23,8.43,6.7
2010061615,0.899,2.47,70.91,7.54,9.56,1.68,80.04,9.7,9.28,2.19,76.73,9.54,8.76,1.86,77.99,8.96,7.12
2010061616,0.899,1.28,80.6,7.86,9.43,0.56,86.59,9.44,9.27,1.43,81.23,9.38,9.05,1.29,81.89,9.14,7.75
2010061617,0.899,0.16,88.9,8.43,8.94,-0.08,90.53,8.94,9.43,0.52,86.86,9.45,9.07,0.7,85.59,9.1,8.42
2010061618,0.889,-0.8,95.15,8.88,8.44,-0.54,93.66,8.45,9.57,-0.52,93.12,9.58,9,0.09,89.41,9,8.85
2010061619,0.909,-1.52,99.76,8.95,8.17,-1.01,97.07,8.24,9.5,-1.64,99.82,9.64,8.94,-0.55,93.5,8.96,8.82
2010061620,0.87,-2.03,103.48,8.71,8.04,-1.4,99.85,8.16,9.11,-2.75,106.82,9.51,8.76,-1.29,98.35,8.86,8.47
2010061621,0.83,-2.4,106.67,8.37,7.84,-1.5,100.8,7.98,8.28,-3.74,114.28,9.08,8.28,-2.2,104.9,8.57,8.02
2010061622,0.83,-2.69,109.52,8.05,7.41,-1.23,99.42,7.51,6.98,-4.5,122.83,8.31,7.38,-3.31,114.16,8.09,7.59
2010061623,0.86,-2.96,113.03,7.56,6.75,-0.94,97.89,6.81,5.4,-5.06,133.12,7.4,6.24,-4.35,124.88,7.61,6.96
2010061700,0.889,-3.26,119.3,6.66,5.86,-1.05,100.19,5.96,3.81,-5.42,144.92,6.63,5.12,-5,134.34,7.16,5.8
2010061701,0.791,-1.88,111.35,5.15,2.42,-5.61,156.68,6.11,4.2,-5.05,140.27,6.57,3.41,-4.3,141.63,5.49,4.8
2010061702,0.494,-3.07,130.44,4.73,1.27,-5.54,167.08,5.69,3.41,-4.72,144.2,5.82,1.92,-4.3,155.98,4.71,3.6
2010061703,0.435,-4.14,150.64,4.75,0.37,-5.14,175.85,5.15,2.61,-4.36,149.09,5.08,1.02,-4.15,166.18,4.27,2.33
2010061704,0.405,-4.71,167.12,4.83,-0.28,-4.38,183.62,4.39,1.73,-4.2,157.63,4.54,0.57,-3.88,171.59,3.93,1.08
2010061705,0.267,-4.81,179.49,4.81,-0.67,-3.53,190.82,3.59,0.93,-4.14,167.35,4.25,0.41,-3.55,173.34,3.58,0.04
2010061706,0.227,-4.56,186.81,4.59,-0.82,-2.92,195.64,3.03,0.44,-3.99,173.72,4.02,0.37,-3.19,173.37,3.21,-0.54
2010061707,0.099,-4.11,187.61,4.15,-0.72,-2.79,194.52,2.88,0.39,-3.64,173.82,3.66,0.3,-2.85,173.91,2.86,-0.55
2010061708,0.049,-3.66,183.13,3.66,-0.5,-3.05,189.31,3.09,0.58,-3.28,170.03,3.34,0.21,-2.65,175.56,2.66,-0.2
2010061709,0.04,-3.4,176.9,3.4,-0.28,-3.5,184.5,3.51,0.69,-3.23,167.97,3.3,0.1,-2.75,177.82,2.76,0.18
2010061710,0.059,-3.47,174.15,3.49,-0.16,-3.99,182.24,3.99,0.51,-3.65,172.05,3.69,0.02,-3.23,179.65,3.23,0.36
2010061711,0.089,-3.76,174.57,3.78,-0.15,-4.44,181.87,4.45,0.18,-4.32,177.62,4.33,-0.05,-3.85,180.81,3.85,0.36
2010061712,0.099,-4.09,175.72,4.1,-0.22,-4.83,182.65,4.83,-0.08,-4.89,180.96,4.89,-0.13,-4.33,181.71,4.33,0.31
2010061713,0.128,-5.07,184.17,5.09,-0.11,-5.09,181.24,5.1,-0.21,-4.43,182.78,4.44,0.33,-4.45,175.79,4.46,-0.37
2010061714,0.119,-5.06,186.46,5.1,0.03,-4.99,179.67,4.99,-0.31,-4.23,184.22,4.24,0.1,-4.57,178.75,4.57,-0.57
2010061715,0.138,-4.65,189.98,4.72,0.21,-4.7,177.48,4.71,-0.42,-3.88,186.2,3.9,-0.13,-4.29,181.79,4.29,-0.82
2010061716,0.079,-3.76,196,3.92,0.32,-4.36,175.8,4.37,-0.53,-3.48,188.67,3.52,-0.33,-3.71,185.15,3.73,-1.08
2010061717,0.01,-2.61,205.83,2.9,0.34,-4,175.13,4.02,-0.58,-3.05,190.84,3.1,-0.42,-2.99,187.91,3.02,-1.26
2010061718,0.02,-1.48,220.59,1.95,0.26,-3.65,175.89,3.66,-0.52,-2.57,191.34,2.62,-0.27,-2.27,186.9,2.29,-1.27
2010061719,0.069,-0.59,240.28,1.18,0.09,-3.29,178.49,3.29,-0.29,-2.04,188.03,2.06,0.12,-1.67,175.76,1.68,-1.03
2010061720,0.089,0.12,281.25,0.63,-0.14,-2.76,182.93,2.76,0.02,-1.48,179.12,1.48,0.57,-1.16,153.65,1.29,-0.62
2010061721,0.138,0.76,346.49,0.79,-0.37,-1.86,191.18,1.89,0.31,-0.92,161.29,0.97,0.8,-0.65,128.96,1.03,-0.18
2010061722,0.128,1.41,7.5,1.42,-0.54,-0.5,227.33,0.73,0.49,-0.38,127.88,0.62,0.63,-0.09,97.91,0.64,0.19
2010061723,0.099,1.94,13.49,1.99,-0.62,0.95,326.92,1.14,0.57,0.11,78.66,0.58,0.23,0.52,24.14,0.57,0.46
2010061800,0.049,2.19,16.64,2.29,-0.58,2.01,343.99,2.09,0.55,0.56,44.25,0.79,-0.12,1.15,353.9,1.16,0.66
2010061801,0.059,2.34,350.51,2.38,0.47,0.96,25.89,1.07,-0.23,1.78,352.48,1.79,-0.13,2.74,357.24,2.74,-0.39
2010061802,0.059,2.24,356.85,2.24,0.36,1.3,15.57,1.35,-0.14,2.31,356.53,2.32,-0.07,2.7,358.41,2.7,-0.12
2010061803,0.059,2.13,4.11,2.14,0.29,1.6,10.39,1.62,0.06,2.67,1.3,2.67,0.09,2.72,1.83,2.72,0.15
2010061804,0.079,2.33,8.63,2.36,0.28,1.84,8.71,1.87,0.26,2.78,5.33,2.79,0.27,2.75,5.55,2.76,0.35
2010061805,0.04,2.67,7.75,2.7,0.26,2.06,7.26,2.08,0.32,2.7,6.74,2.72,0.33,2.73,6.91,2.75,0.36
2010061806,0.03,2.86,1.19,2.86,0.14,2.25,3.48,2.26,0.09,2.51,2.14,2.51,0.13,2.59,2.88,2.59,0.06
2010061807,0.01,2.7,347.16,2.77,-0.15,2.44,356.43,2.44,-0.49,2.27,347.76,2.33,-0.42,2.29,349.57,2.32,-0.61
2010061808,0,2.33,328.32,2.74,-0.52,2.6,348.73,2.65,-1.25,2.09,329.22,2.44,-1.16,1.95,329.27,2.27,-1.44
2010061809,0.04,2,313.39,2.91,-0.84,2.73,342.95,2.86,-1.91,2.05,317.1,2.8,-1.85,1.74,313.26,2.54,-2.12
2010061810,0.04,1.91,308.27,3.08,-1.02,2.85,340.21,3.02,-2.26,2.2,314.3,3.16,-2.31,1.81,308,2.93,-2.42
2010061811,0.049,2.08,311.35,3.15,-1.12,3.03,339.69,3.23,-2.31,2.5,317.22,3.4,-2.48,2.13,310.65,3.27,-2.36
2010061812,0.079,2.48,321.04,3.19,-1.21,3.39,340.39,3.6,-2.12,2.85,323.31,3.55,-2.34,2.67,318.79,3.56,-2.01
2010061813,0.04,3.98,341.5,4.2,-1.76,3.19,331.15,3.64,-1.91,3.37,330.47,3.88,-0.61,2.98,348.36,3.04,-1.33
2010061814,0.04,4.58,342.98,4.79,-1.32,3.55,339.56,3.78,-1.33,4.05,341.83,4.26,-0.12,3.11,357.81,3.11,-1.4
2010061815,0.049,4.91,345.24,5.08,-0.92,3.95,346.88,4.05,-0.78,4.51,350.21,4.58,0.22,3.6,3.49,3.61,-1.29
2010061816,0.069,4.79,349.05,4.88,-0.61,4.39,352.08,4.43,-0.37,4.62,355.39,4.63,0.45,4.29,6.02,4.31,-0.93
